Birth Rate,CO2 Emissions,Country,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Cluster Category
0.029,176.0,Tonga,295998379,0.055,159,0.013,0.1,0.12,74,69,0.3,0.38,0.56,0.06,101617,0.232,15700000,16400000,Cluster 1
0.029,48.0,Vanuatu,437072934,0.031,64,0.017,0.1,0.083,72,68,0.1,0.394,0.572,0.034,214654,0.234,109000000,11000000,Cluster 1
0.018,425.0,Antigua and Barbuda,1141418340,0.045,607,0.01,0.3,0.109,77,72,1.3,0.28,0.647,0.073,83467,0.286,327000000,45000000,Cluster 2
0.018,174238.0,Argentina,264489701813,0.083,454,0.015,0.2,0.086,79,71,0.8,0.26,0.637,0.103,38988923,0.903,3899000000,4038000000,Cluster 2
0.015,1522.0,"Bahamas, The",7965588000,0.069,1645,0.012,0.3,0.055,77,71,0.8,0.249,0.688,0.064,335622,0.823,2066000000,541000000,Cluster 2
0.013,1371.0,Barbados,4314050000,0.071,826,0.014,0.6,0.103,77,72,0.9,0.203,0.69,0.107,274923,0.328,1235000000,284000000,Cluster 2
0.026,407.0,Belize,1217450000,0.044,192,0.018,0.1,0.142,75,69,0.4,0.374,0.585,0.04,278985,0.46,260000000,43000000,Cluster 1
0.028,14910.0,Bolivia,11451845341,0.048,58,0.042,0.1,0.119,67,63,0.3,0.379,0.576,0.045,9517395,0.647,330000000,360000000,Cluster 1
0.017,347668.0,Brazil,1088916819853,0.085,491,0.019,0.3,0.508,76,68,0.5,0.272,0.665,0.063,188134315,0.831,4577000000,7501000000,Cluster 2
0.011,550233.0,Canada,1310795189078,0.1,3904,0.005,0.7,0.058,83,78,0.6,0.174,0.694,0.133,32570505,0.802,16837000000,26067000000,Cluster 2
0.015,64393.0,Chile,154671012211,0.062,587,0.008,0.3,0.08,81,75,0.8,0.243,0.675,0.082,16504530,0.877,1891000000,1573000000,Cluster 2
0.021,62940.0,Colombia,162773603930,0.061,227,0.018,0.2,0.129,76,69,0.7,0.304,0.645,0.052,43841370,0.739,2009000000,1799000000,Cluster 2
0.017,7437.0,Costa Rica,22526464409,0.078,410,0.009,0.3,0.222,81,76,0.3,0.272,0.668,0.06,4392493,0.669,1865000000,577000000,Cluster 2
0.023,20693.0,Dominican Republic,35965041793,0.052,197,0.028,0.1,0.195,75,69,0.5,0.327,0.616,0.057,9479269,0.687,3917000000,495000000,Cluster 2
0.023,29688.0,Ecuador,46802044000,0.065,216,0.023,0.1,0.098,78,72,0.6,0.323,0.62,0.057,14023503,0.619,492000000,706000000,Cluster 2
0.019,231.0,Grenada,704762536,0.064,435,0.013,0.2,0.099,74,69,0.4,0.293,0.631,0.076,103260,0.359,94000000,16000000,Cluster 2
0.034,12526.0,Guatemala,30231130543,0.073,171,0.032,0.1,0.128,73,66,0.6,0.429,0.528,0.043,12995374,0.476,919000000,655000000,Cluster 1
0.028,2112.0,Haiti,4879738636,0.057,30,0.064,0.1,0.264,62,58,0.1,0.377,0.581,0.042,9388642,0.458,126000000,239000000,Cluster 1
0.028,7008.0,Honduras,10841723354,0.076,118,0.025,0.1,0.174,74,69,0.3,0.392,0.566,0.042,7037428,0.492,516000000,425000000,Cluster 1
0.016,12020.0,Jamaica,11903020644,0.042,187,0.018,0.2,0.176,75,69,0.8,0.308,0.615,0.077,2653042,0.53,2094000000,315000000,Cluster 2
0.021,441796.0,Mexico,966735935558,0.057,515,0.016,0.2,0.075,78,73,0.5,0.319,0.627,0.054,112116694,0.766,13329000000,9387000000,Cluster 2
0.025,4466.0,Nicaragua,6786340353,0.063,78,0.025,0.0,0.116,75,69,0.3,0.371,0.587,0.042,5524927,0.562,231000000,188000000,Cluster 1
0.022,7371.0,Panama,17137000000,0.07,350,0.019,0.2,0.084,79,73,0.6,0.305,0.633,0.062,3428509,0.64,1425000000,403000000,Cluster 2
0.025,3986.0,Paraguay,10662013273,0.057,101,0.023,0.1,0.301,74,69,0.5,0.353,0.598,0.048,6014781,0.576,112000000,144000000,Cluster 1
0.022,35064.0,Peru,87554128440,0.045,149,0.02,0.2,0.239,75,70,0.3,0.316,0.629,0.055,28030688,0.754,1775000000,1047000000,Cluster 2
0.017,367.0,St. Lucia,1018069267,0.065,393,0.015,0.2,0.108,76,71,0.6,0.277,0.649,0.074,167658,0.221,294000000,39000000,Cluster 2
0.018,202.0,St. Vincent and the Grenadines,611040126,0.039,218,0.019,0.1,0.097,74,69,0.8,0.281,0.648,0.071,108908,0.474,113000000,16000000,Cluster 2
0.02,2442.0,Suriname,2626093294,0.062,323,0.025,0.1,0.156,73,66,0.6,0.297,0.641,0.062,505186,0.666,109000000,33000000,Cluster 2
0.015,32152.0,Trinidad and Tobago,18460905284,0.044,625,0.023,0.3,0.109,73,66,1.2,0.214,0.712,0.074,1303478,0.097,517000000,146000000,Cluster 2
0.014,5737616.0,United States,13857900000000,0.159,7110,0.007,0.7,0.08,80,75,0.8,0.204,0.672,0.124,298379912,0.801,133393000000,105476000000,Cluster 3
0.015,6648.0,Uruguay,19579479147,0.083,491,0.012,0.3,0.093,80,72,0.7,0.235,0.628,0.136,3330217,0.936,711000000,305000000,Cluster 2
0.022,171825.0,"Venezuela, RB",183477522124,0.057,387,0.015,0.2,0.155,76,71,0.7,0.309,0.64,0.051,27190882,0.886,843000000,1807000000,Cluster 2
0.023,112339.0,Algeria,134977867932,0.035,135,0.026,0.1,0.08,72,69,0.8,0.277,0.677,0.046,35097043,0.653,332000000,504000000,Cluster 2
0.048,25152.0,Angola,60448890972,0.034,115,0.117,0.0,0.177,51,48,0.3,0.479,0.497,0.024,17712824,0.377,236000000,473000000,Cluster 1
0.025,4701.0,Botswana,10939028155,0.047,269,0.043,0.1,0.162,46,46,0.6,0.351,0.616,0.033,1915187,0.555,548000000,284000000,Cluster 1
0.044,191.0,Burundi,1356078300,0.1,16,0.069,0.0,0.168,53,50,0.0,0.445,0.529,0.026,8328312,0.099,2300000,106000000,Cluster 1
0.04,5834.0,Cameroon,20431779034,0.047,50,0.073,0.0,0.15,53,52,0.2,0.439,0.528,0.033,19097676,0.497,254000000,466000000,Cluster 1
0.036,235.0,Central African Republic,1698125680,0.043,18,0.108,0.0,0.15,48,45,0.1,0.415,0.546,0.039,4106897,0.383,10800000,54000000,Cluster 1
0.039,121.0,Comoros,464948879,0.049,36,0.068,0.0,0.105,61,58,0.1,0.418,0.552,0.03,632736,0.279,30000000,15000000,Cluster 1
0.045,2604.0,"Congo, Dem. Rep.",16364027647,0.059,10,0.1,0.0,0.47,50,47,0.1,0.46,0.512,0.028,57187942,0.384,700000,109000000,Cluster 1
0.039,1437.0,"Congo, Rep.",8394688589,0.025,57,0.053,0.0,0.15,57,54,0.3,0.422,0.543,0.035,3758858,0.619,54000000,168000000,Cluster 1
0.029,488.0,Djibouti,847918929,0.077,78,0.067,0.0,0.112,60,57,0.1,0.357,0.608,0.035,798690,0.769,6800000,14200000,Cluster 1
0.024,192382.0,"Egypt, Arab Rep.",130477817194,0.049,85,0.023,0.2,0.125,72,68,0.4,0.319,0.626,0.054,74229577,0.431,10327000000,2886000000,Cluster 1
0.037,5915.0,Ethiopia,19346646117,0.048,11,0.061,0.0,0.075,60,58,0.0,0.457,0.511,0.032,80440708,0.161,790000000,107000000,Cluster 1
0.044,396.0,"Gambia, The",798869805,0.041,21,0.055,0.1,0.279,59,56,0.5,0.46,0.514,0.025,1529406,0.54,87000000,8000000,Cluster 1
0.038,9831.0,Kenya,27236739896,0.044,32,0.058,0.1,0.133,58,55,0.3,0.426,0.547,0.027,37752304,0.224,1514000000,265000000,Cluster 1
0.028,7.0,Lesotho,1597484736,0.085,69,0.082,0.0,0.141,45,45,0.2,0.389,0.566,0.045,1955784,0.233,31000000,276000000,Cluster 1
0.039,678.0,Liberia,739026892,0.102,21,0.072,0.0,0.15,58,56,0.2,0.434,0.535,0.03,3522294,0.467,131000000,48000000,Cluster 1
0.023,54209.0,Libya,71803278689,0.025,276,0.017,0.0,0.06,76,72,0.8,0.3,0.656,0.044,5782108,0.772,99000000,1010000000,Cluster 2
0.037,1815.0,Madagascar,7342905883,0.05,19,0.049,0.0,0.45,63,61,0.1,0.443,0.528,0.029,19371023,0.3,506000000,94000000,Cluster 1
0.042,953.0,Malawi,3647817219,0.067,18,0.064,0.0,0.277,51,51,0.1,0.461,0.509,0.03,13713758,0.152,43000000,79000000,Cluster 1
0.014,3887.0,Mauritius,7792063567,0.05,316,0.014,0.2,0.219,76,69,0.8,0.23,0.7,0.07,1260403,0.412,1663000000,384000000,Cluster 2
0.043,2391.0,Mozambique,8035635713,0.06,22,0.082,0.0,0.195,49,47,0.1,0.451,0.517,0.032,22171404,0.304,182000000,209000000,Cluster 1
0.028,2409.0,Namibia,8836063690,0.069,294,0.042,0.0,0.129,62,56,0.4,0.391,0.575,0.034,2080700,0.386,542000000,132000000,Cluster 1
0.042,95210.0,Nigeria,166451202370,0.072,81,0.091,0.1,0.169,50,49,0.3,0.437,0.536,0.027,147187353,0.408,337000000,6664000000,Cluster 1
0.038,557.0,Rwanda,3707800459,0.1,38,0.055,0.0,0.161,60,57,0.1,0.445,0.532,0.024,9928143,0.211,177000000,98000000,Cluster 1
0.038,84.0,Sao Tome and Principe,144259257,0.071,66,0.044,0.1,0.324,67,63,0.2,0.417,0.544,0.039,163390,0.597,5000000,700000,Cluster 1
0.018,653.0,Seychelles,1033635773,0.034,393,0.012,0.4,0.109,78,69,0.9,0.233,0.693,0.075,85033,0.515,60000000,11000000,Cluster 2
0.04,634.0,Sierra Leone,2158653216,0.14,56,0.122,0.0,0.25,44,43,0.1,0.425,0.55,0.025,5416015,0.374,22000000,17000000,Cluster 1
0.022,443648.0,South Africa,286171830700,0.078,449,0.047,0.1,0.132,53,51,0.9,0.303,0.65,0.048,48910248,0.606,10226000000,6103000000,Cluster 1
0.031,1063.0,Swaziland,3053823329,0.07,190,0.075,0.0,0.132,47,47,0.3,0.406,0.562,0.032,1134977,0.218,32000000,63000000,Cluster 1
0.042,6150.0,Tanzania,16825547176,0.057,23,0.05,0.0,0.161,57,55,0.2,0.447,0.522,0.03,41119693,0.261,1215000000,616000000,Cluster 1
0.046,3128.0,Uganda,12292813801,0.094,37,0.061,0.0,0.191,55,54,0.1,0.492,0.483,0.025,30728747,0.136,402000000,220000000,Cluster 1
0.044,1654.0,Zambia,11541420981,0.06,57,0.07,0.0,0.189,51,49,0.2,0.469,0.504,0.027,12109620,0.375,138000000,98000000,Cluster 1
0.014,5068.0,Armenia,9206301700,0.043,133,0.019,0.1,0.175,77,70,0.6,0.211,0.676,0.114,2989882,0.641,343000000,345000000,Cluster 2
0.018,41426.0,Azerbaijan,33050343783,0.051,192,0.039,0.1,0.191,73,67,0.5,0.243,0.693,0.063,8581300,0.528,317000000,381000000,Cluster 2
0.022,48467.0,Bangladesh,68415421373,0.035,16,0.046,0.0,0.16,69,68,0.2,0.333,0.623,0.044,146457067,0.282,76000000,530000000,Cluster 1
0.022,392.0,Bhutan,1196091806,0.05,88,0.041,0.1,0.14,66,65,0.2,0.32,0.638,0.042,679365,0.325,47000000,26000000,Cluster 1
0.018,10176.0,Brunei Darussalam,12247694247,0.023,738,0.008,0.4,0.055,79,76,1.0,0.28,0.686,0.033,381440,0.743,233000000,430000000,Cluster 2
0.012,6791805.0,China,3494055942162,0.044,113,0.017,0.2,0.075,76,73,0.4,0.192,0.729,0.079,1317885000,0.452,41126000000,33269000000,Cluster 3
0.013,6190.0,Georgia,10172260738,0.082,188,0.019,0.1,0.171,77,70,0.6,0.176,0.678,0.146,4388400,0.526,440000000,277000000,Cluster 2
0.022,1611404.0,India,1238700195644,0.039,40,0.052,0.0,0.13,66,63,0.2,0.314,0.638,0.049,1159095250,0.299,11234000000,10690000000,Cluster 1
0.021,375545.0,Indonesia,432216737775,0.031,58,0.031,0.1,0.139,71,67,0.4,0.3,0.651,0.049,230972808,0.475,5831000000,6578000000,Cluster 1
0.009,1251136.0,Japan,4356346715298,0.082,2801,0.003,0.7,0.019,86,79,0.8,0.136,0.654,0.21,127770750,0.88,12422000000,37261000000,Cluster 2
0.01,495837.0,"Korea, Rep.",1122675892646,0.064,1379,0.004,0.8,0.066,83,76,0.9,0.18,0.72,0.1,48597652,0.816,9288000000,24449000000,Cluster 2
0.023,5871.0,Kyrgyz Republic,3802566171,0.069,51,0.032,0.1,0.253,72,64,0.4,0.304,0.644,0.052,5268400,0.353,392000000,215000000,Cluster 1
0.029,1668.0,Lao PDR,4222945530,0.042,29,0.065,0.0,0.285,67,64,0.2,0.389,0.574,0.037,6013278,0.297,190000000,14000000,Cluster 1
0.018,205308.0,Malaysia,193552802792,0.035,256,0.007,0.6,0.064,76,72,0.9,0.292,0.663,0.045,26813819,0.684,17948000000,6600000000,Cluster 2
0.022,917.0,Maldives,1541978559,0.063,315,0.015,0.2,0.13,77,74,1.0,0.322,0.63,0.048,308239,0.363,1515000000,152000000,Cluster 2
0.022,10092.0,Mongolia,4234894168,0.057,93,0.033,0.1,0.218,70,62,0.5,0.276,0.686,0.038,2595068,0.646,354000000,227000000,Cluster 1
0.026,2699.0,Nepal,10325618017,0.055,23,0.042,0.0,0.08,67,65,0.1,0.387,0.566,0.046,25950022,0.158,234000000,402000000,Cluster 1
0.028,158895.0,Pakistan,152385716312,0.035,31,0.078,0.1,0.118,66,65,0.4,0.37,0.588,0.042,163928329,0.354,912000000,2083000000,Cluster 1
0.026,69669.0,Philippines,149359920006,0.039,65,0.027,0.1,0.087,71,64,0.6,0.364,0.601,0.035,88875548,0.461,5520000000,2055000000,Cluster 1
0.01,17866.0,Singapore,179981089531,0.035,1333,0.002,0.7,0.053,83,78,1.3,0.184,0.731,0.085,4588600,1.0,9066000000,13409000000,Cluster 2
0.019,12457.0,Sri Lanka,32351184234,0.037,59,0.011,0.0,0.171,77,70,0.4,0.252,0.675,0.073,20039000,0.184,750000000,709000000,Cluster 2
0.031,3223.0,Tajikistan,3719497371,0.053,28,0.05,0.1,0.227,70,63,0.3,0.37,0.594,0.036,7111025,0.265,16500000,6600000,Cluster 1
0.012,262205.0,Thailand,246976870173,0.036,133,0.014,0.2,0.071,76,70,0.8,0.212,0.707,0.082,66076927,0.401,20623000000,6887000000,Cluster 2
0.037,183.0,Timor-Leste,558700000,0.08,41,0.059,0.0,0.15,66,63,0.1,0.477,0.494,0.029,1015482,0.276,26000000,5000000,Cluster 1
0.017,113651.0,Vietnam,77414425532,0.071,58,0.022,0.2,0.112,80,70,0.5,0.254,0.68,0.066,84221100,0.285,3750000000,1220000000,Cluster 2
0.013,4056.0,Albania,10701011856,0.064,218,0.017,0.2,0.141,80,73,0.7,0.25,0.658,0.092,2940880,0.489,1479000000,1331000000,Cluster 2
0.011,60282.0,Belarus,45275711996,0.064,304,0.006,0.2,0.086,76,65,0.7,0.15,0.705,0.145,9560000,0.733,479000000,724000000,Cluster 2
0.012,103215.0,Belgium,459619168192,0.095,4136,0.004,0.6,0.086,83,77,1.0,0.169,0.659,0.172,10625700,0.975,12371000000,19215000000,Cluster 2
0.008,27884.0,Bosnia and Herzegovina,15280615815,0.086,341,0.007,0.3,0.072,78,73,0.6,0.184,0.676,0.14,3868665,0.392,804000000,264000000,Cluster 2
0.01,52812.0,Bulgaria,42113656147,0.068,375,0.012,0.3,0.1,76,69,1.3,0.133,0.689,0.177,7545338,0.713,4181000000,2142000000,Cluster 2
0.009,24389.0,Croatia,59319390298,0.075,1008,0.005,0.4,0.093,79,72,1.2,0.157,0.67,0.173,4436000,0.568,9601000000,1025000000,Cluster 2
0.012,8196.0,Cyprus,21841815681,0.061,1691,0.004,0.4,0.067,81,77,0.9,0.19,0.7,0.11,1063095,0.68,3108000000,1554000000,Cluster 2
0.011,123948.0,Czech Republic,180478622230,0.065,1144,0.004,0.5,0.058,80,74,1.3,0.143,0.712,0.145,10298828,0.735,7775000000,3704000000,Cluster 2
0.012,18845.0,Estonia,21993674015,0.051,835,0.005,0.7,0.065,79,67,1.3,0.151,0.678,0.172,1340680,0.685,1416000000,804000000,Cluster 2
0.01,55859.0,Hungary,136102020867,0.077,1038,0.007,0.5,0.091,77,69,1.1,0.151,0.689,0.161,10055780,0.674,5628000000,3088000000,Cluster 2
0.015,2310.0,Iceland,20428232684,0.093,6182,0.002,0.9,0.193,83,80,1.1,0.215,0.666,0.118,311566,0.933,848000000,1336000000,Cluster 2
0.01,462676.0,Italy,2127181952205,0.085,3058,0.004,0.4,0.063,84,79,1.5,0.141,0.66,0.199,58438310,0.68,46144000000,32754000000,Cluster 2
0.011,7928.0,Latvia,28765687042,0.07,883,0.01,0.6,0.109,77,66,1.0,0.142,0.68,0.178,2200325,0.679,881000000,1021000000,Cluster 2
0.01,15137.0,Lithuania,39325985931,0.062,725,0.007,0.5,0.069,77,65,1.5,0.159,0.688,0.154,3231294,0.668,1192000000,1168000000,Cluster 2
0.011,11379.0,"Macedonia, FYR",8159825620,0.07,272,0.011,0.4,0.102,77,72,0.9,0.187,0.699,0.114,2096620,0.572,219000000,147000000,Cluster 2
0.009,2725.0,Malta,7513834700,0.085,1580,0.006,0.5,0.062,82,78,0.9,0.164,0.698,0.138,406724,0.941,1185000000,284000000,Cluster 2
0.012,4686.0,Moldova,4402495921,0.109,134,0.017,0.2,0.188,72,64,0.5,0.177,0.71,0.113,3576910,0.451,229000000,290000000,Cluster 2
0.013,2252.0,Montenegro,3673382212,0.07,414,0.008,0.3,0.092,76,72,1.5,0.199,0.673,0.128,617800,0.626,660000000,58000000,Cluster 2
0.011,171766.0,Netherlands,782567278575,0.108,5150,0.004,0.9,0.046,82,78,1.2,0.181,0.674,0.144,16381696,0.845,19922000000,19477000000,Cluster 2
0.012,45089.0,Norway,393479385840,0.095,7978,0.003,0.9,0.066,83,78,1.1,0.193,0.66,0.147,4709153,0.782,5322000000,13256000000,Cluster 2
0.01,100960.0,Romania,170616958884,0.052,414,0.015,0.3,0.133,76,69,0.9,0.15,0.701,0.149,20882982,0.534,2073000000,1725000000,Cluster 2
0.011,1667598.0,Russian Federation,1299705247686,0.054,487,0.012,0.2,0.1,74,61,1.2,0.147,0.716,0.137,142114903,0.736,12427000000,23248000000,Cluster 2
0.009,52251.0,Serbia,38952093544,0.104,547,0.007,0.3,0.111,76,71,1.0,0.176,0.686,0.139,7381579,0.551,1016000000,1202000000,Cluster 2
0.01,36600.0,Slovak Republic,84108560088,0.078,1078,0.008,0.6,0.08,78,71,1.1,0.159,0.722,0.119,5374622,0.553,2352000000,1825000000,Cluster 2
0.01,16212.0,Slovenia,47349639895,0.079,1850,0.003,0.6,0.059,82,75,1.0,0.14,0.7,0.16,2018122,0.503,2465000000,1260000000,Cluster 2
0.01,38019.0,Switzerland,450529673716,0.102,6126,0.004,0.8,0.032,84,79,1.1,0.157,0.681,0.162,7551117,0.736,14721000000,12298000000,Cluster 2
0.01,327595.0,Ukraine,142719009901,0.064,194,0.012,0.1,0.139,74,63,1.2,0.141,0.698,0.161,46509350,0.681,5320000000,4022000000,Cluster 2
0.013,528906.0,United Kingdom,2857082734449,0.085,3953,0.005,0.8,0.055,82,77,1.2,0.177,0.662,0.161,61322463,0.805,48193000000,86747000000,Cluster 2
0.018,22398.0,Bahrain,21730590263,0.036,648,0.009,0.3,0.083,77,75,1.1,0.233,0.746,0.021,1032353,0.884,1854000000,671000000,Cluster 2
0.019,539790.0,"Iran, Islamic Rep.",286057933326,0.051,220,0.019,0.1,0.12,74,70,0.4,0.242,0.707,0.051,71809219,0.689,1950000000,7335000000,Cluster 2
0.034,62834.0,Iraq,88837727881,0.037,95,0.032,0.0,0.195,72,66,0.5,0.417,0.548,0.034,28740630,0.689,555000000,705000000,Cluster 1
0.021,66424.0,Israel,174967936224,0.075,1730,0.004,0.5,0.069,82,88,1.3,0.275,0.623,0.102,7180100,0.916,4405000000,4669000000,Cluster 2
0.03,21540.0,Jordan,17110610000,0.083,252,0.019,0.2,0.087,75,71,0.8,0.368,0.6,0.033,5661000,0.817,2754000000,1024000000,Cluster 2
0.021,75236.0,Kuwait,114721830986,0.021,954,0.01,0.3,0.085,75,73,0.6,0.254,0.718,0.028,2554920,0.982,530000000,7267000000,Cluster 2
0.013,14972.0,Lebanon,24577114428,0.08,480,0.011,0.2,0.103,80,76,0.3,0.266,0.655,0.078,4139813,0.868,5796000000,3914000000,Cluster 2
0.022,44587.0,Oman,41901170689,0.025,403,0.01,0.2,0.073,77,73,1.0,0.327,0.649,0.024,2569739,0.735,905000000,952000000,Cluster 2
0.026,57429.0,Syrian Arab Republic,40405006007,0.038,79,0.015,0.1,0.102,77,73,0.3,0.373,0.592,0.035,19561477,0.545,2972000000,710000000,Cluster 1
0.034,21712.0,"Yemen, Rep.",25633674564,0.049,57,0.052,0.1,0.18,63,61,0.2,0.442,0.532,0.026,21182162,0.3,425000000,247000000,Cluster 1
0.014,377235.0,Australia,853854910890,0.086,3956,0.005,0.7,0.082,84,79,1.0,0.193,0.676,0.131,20827600,0.883,25624000000,20429000000,Cluster 2
0.023,1203.0,Fiji,3405050612,0.037,152,0.02,0.1,0.09,72,66,0.6,0.296,0.66,0.044,835392,0.507,725000000,130000000,Cluster 2
0.025,99.0,"Micronesia, Fed. Sts.",255890836,0.12,292,0.035,0.1,0.14,69,67,0.3,0.382,0.579,0.039,105097,0.223,25000000,7000000,Cluster 1
0.015,33648.0,New Zealand,135294884584,0.085,2694,0.005,0.7,0.086,82,78,1.0,0.211,0.666,0.123,4228300,0.861,5413000000,3077000000,Cluster 2
0.032,4903.0,Papua New Guinea,6329292929,0.042,41,0.054,0.0,0.098,63,59,0.0,0.397,0.576,0.027,6397623,0.131,4500000,81000000,Cluster 1
0.029,161.0,Samoa,490916835,0.059,164,0.016,0.0,0.127,75,68,0.5,0.39,0.56,0.049,182240,0.208,102000000,19800000,Cluster 1
0.034,198.0,Solomon Islands,516209150,0.056,67,0.029,0.0,0.141,68,65,0.0,0.411,0.558,0.031,492148,0.187,37800000,35600000,Cluster 1
0.028,154.0,Tonga,301064027,0.069,205,0.013,0.1,0.122,75,69,0.5,0.379,0.561,0.06,102289,0.232,15200000,19200000,Cluster 1
0.028,95.0,Vanuatu,526425740,0.037,88,0.017,0.1,0.082,72,68,0.1,0.391,0.573,0.036,220001,0.237,142000000,13000000,Cluster 1
0.018,444.0,Antigua and Barbuda,1289259236,0.046,698,0.01,0.3,0.104,77,72,1.3,0.276,0.651,0.073,84397,0.28,338000000,52000000,Cluster 2
0.017,180416.0,Argentina,329761480067,0.082,548,0.014,0.3,0.111,79,71,1.0,0.257,0.639,0.104,39331357,0.904,4984000000,5063000000,Cluster 2
0.015,1547.0,"Bahamas, The",8318996000,0.071,1721,0.012,0.3,0.055,77,71,1.1,0.242,0.693,0.065,342049,0.824,2198000000,538000000,Cluster 2
0.013,1426.0,Barbados,4513250000,0.075,928,0.014,0.6,0.108,77,72,0.9,0.2,0.694,0.106,276277,0.326,1224000000,290000000,Cluster 2
0.026,425.0,Belize,1290500000,0.048,215,0.017,0.1,0.143,76,70,0.4,0.37,0.59,0.04,286196,0.458,289000000,46000000,Cluster 1
0.028,12757.0,Bolivia,13120183157,0.047,64,0.04,0.1,0.129,68,63,0.3,0.374,0.58,0.045,9676456,0.651,326000000,385000000,Cluster 1
0.017,363213.0,Brazil,1366823994659,0.085,609,0.018,0.3,0.437,76,69,0.6,0.268,0.668,0.064,189996976,0.834,5284000000,10434000000,Cluster 2
0.011,560802.0,Canada,1457872837626,0.1,4330,0.005,0.7,0.061,83,78,0.6,0.171,0.695,0.134,32887928,0.804,17961000000,31099000000,Cluster 2
0.015,71154.0,Chile,173006275030,0.064,665,0.008,0.4,0.087,82,76,0.8,0.237,0.678,0.085,16668892,0.879,2226000000,2042000000,Cluster 2
0.021,63439.0,Colombia,207520150283,0.063,291,0.017,0.2,0.154,77,69,0.8,0.3,0.648,0.052,44498390,0.742,2262000000,2093000000,Cluster 2
0.017,8573.0,Costa Rica,26321999607,0.084,525,0.009,0.3,0.128,81,76,0.3,0.266,0.673,0.061,4463226,0.682,2221000000,751000000,Cluster 2
0.023,21430.0,Dominican Republic,41320673508,0.05,212,0.028,0.2,0.158,75,69,0.6,0.323,0.619,0.058,9615015,0.7,4064000000,531000000,Cluster 2
0.019,238.0,Grenada,758888875,0.061,448,0.012,0.2,0.098,74,69,0.5,0.287,0.638,0.075,103586,0.358,129000000,16000000,Cluster 2
0.034,12636.0,Guatemala,34113106486,0.072,184,0.031,0.1,0.128,74,67,0.9,0.426,0.531,0.043,13317931,0.48,1055000000,737000000,Cluster 1
0.022,1566.0,Guyana,1740334782,0.039,89,0.034,0.1,0.146,68,62,0.7,0.372,0.592,0.035,770407,0.282,50000000,58000000,Cluster 1
0.028,2391.0,Haiti,5885325590,0.054,34,0.063,0.1,0.231,62,59,0.3,0.373,0.584,0.043,9513714,0.474,190000000,331000000,Cluster 1
0.028,8779.0,Honduras,12275491273,0.079,136,0.024,0.1,0.166,74,70,0.6,0.386,0.572,0.042,7178436,0.498,547000000,309000000,Cluster 1
0.016,13480.0,Jamaica,12820055025,0.049,230,0.017,0.2,0.172,75,69,1.0,0.304,0.618,0.077,2662481,0.532,2142000000,340000000,Cluster 2
0.021,455845.0,Mexico,1043394940068,0.058,565,0.016,0.2,0.076,78,74,0.6,0.314,0.63,0.056,113529819,0.769,14055000000,9918000000,Cluster 2
0.025,4595.0,Nicaragua,7458167331,0.069,92,0.024,0.0,0.13,76,70,0.4,0.364,0.592,0.043,5595533,0.564,255000000,279000000,Cluster 1
0.021,7125.0,Panama,21121900000,0.067,382,0.018,0.2,0.083,79,74,0.9,0.302,0.635,0.063,3491034,0.643,1806000000,457000000,Cluster 2
0.025,4136.0,Paraguay,13794909537,0.06,135,0.023,0.1,0.25,74,70,0.8,0.349,0.602,0.049,6125285,0.578,121000000,184000000,Cluster 1
0.021,43208.0,Peru,102172590585,0.051,192,0.019,0.3,0.229,76,70,0.5,0.312,0.632,0.056,28328410,0.758,2007000000,1243000000,Cluster 2
0.017,385.0,St. Lucia,1145555535,0.068,452,0.014,0.3,0.101,76,71,0.9,0.27,0.653,0.077,170149,0.211,302000000,42000000,Cluster 2
0.018,202.0,St. Vincent and the Grenadines,684074074,0.039,246,0.019,0.2,0.096,74,70,1.0,0.276,0.653,0.07,109045,0.477,110000000,20000000,Cluster 2
0.019,2442.0,Suriname,2936612022,0.059,341,0.024,0.1,0.138,73,66,0.7,0.295,0.643,0.062,510433,0.665,73000000,28000000,Cluster 2
0.015,46461.0,Trinidad and Tobago,21830397705,0.048,790,0.023,0.3,0.118,73,66,1.2,0.211,0.713,0.076,1310040,0.096,621000000,155000000,Cluster 2
0.014,5828697.0,United States,14480300000000,0.161,7486,0.007,0.8,0.081,80,75,0.8,0.202,0.673,0.125,301231207,0.803,148846000000,111102000000,Cluster 3
0.015,5999.0,Uruguay,23410536914,0.08,560,0.012,0.3,0.089,80,73,0.9,0.233,0.63,0.137,3338384,0.938,928000000,354000000,Cluster 2
0.022,175785.0,"Venezuela, RB",230364229157,0.06,497,0.015,0.2,0.171,77,71,0.9,0.305,0.643,0.052,27655937,0.886,972000000,2249000000,Cluster 2
0.024,114619.0,Algeria,171000162581,0.038,183,0.025,0.1,0.08,72,69,0.8,0.274,0.68,0.047,35725377,0.661,474000000,617000000,Cluster 2
0.048,26597.0,Angola,84178086999,0.038,177,0.115,0.0,0.125,51,48,0.4,0.479,0.497,0.024,18314441,0.385,293000000,447000000,Cluster 1
0.025,4980.0,Botswana,11113042238,0.053,307,0.043,0.1,0.165,46,46,0.8,0.348,0.618,0.034,1933719,0.558,59000000,54000000,Cluster 1
