Birth Rate,CO2 Emissions,Country,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Cluster Category
0.011,16780.0,Estonia,13905561150,0.05,513,0.006,0.6,0.049,78,67,1.1,0.153,0.679,0.168,1354775,0.687,1229000000,530000000,Cluster 2
0.01,57917.0,Hungary,110321711573,0.084,923,0.007,0.4,0.085,77,69,0.9,0.155,0.688,0.157,10087065,0.664,4761000000,2721000000,Cluster 2
0.014,2204.0,Iceland,16286331747,0.096,5329,0.002,0.9,0.148,84,80,1.0,0.221,0.662,0.117,296734,0.93,635000000,991000000,Cluster 2
0.015,43535.0,Ireland,202577741642,0.076,3734,0.004,0.4,0.026,81,77,1.0,0.206,0.684,0.111,4159914,0.605,6780000000,6186000000,Cluster 2
0.01,473380.0,Italy,1786275014007,0.087,2672,0.004,0.4,0.053,84,78,1.2,0.141,0.663,0.196,57969484,0.677,38374000000,26774000000,Cluster 2
0.01,7176.0,Latvia,16041840426,0.064,442,0.011,0.5,0.061,77,66,0.8,0.148,0.681,0.172,2238799,0.68,446000000,655000000,Cluster 2
0.009,13993.0,Lithuania,26085307222,0.058,446,0.008,0.4,0.053,77,65,1.3,0.167,0.681,0.151,3322528,0.666,975000000,757000000,Cluster 2
0.011,11280.0,"Macedonia, FYR",5985809060,0.081,231,0.012,0.3,0.121,77,72,0.5,0.198,0.69,0.112,2090044,0.575,116000000,97000000,Cluster 2
0.01,2699.0,Malta,5980795756,0.091,1394,0.006,0.4,0.055,81,77,0.8,0.173,0.694,0.133,403834,0.936,924000000,311000000,Cluster 2
0.012,4895.0,Moldova,2988172424,0.092,76,0.019,0.1,0.193,72,64,0.3,0.19,0.698,0.112,3595187,0.453,138000000,170000000,Cluster 2
0.012,172228.0,Netherlands,638470626275,0.109,4261,0.005,0.8,0.028,82,77,1.0,0.184,0.675,0.14,16319868,0.826,16528000000,16621000000,Cluster 2
0.012,42438.0,Norway,304060069849,0.095,6293,0.003,0.8,0.04,83,78,1.0,0.196,0.656,0.147,4623291,0.775,4243000000,10400000000,Cluster 2
0.01,303598.0,Poland,303912247951,0.062,494,0.007,0.4,0.068,79,71,0.8,0.164,0.703,0.133,38165445,0.615,7128000000,5894000000,Cluster 2
0.01,95676.0,Romania,99172613716,0.055,251,0.018,0.2,0.196,76,68,0.6,0.155,0.697,0.148,21319685,0.532,1325000000,1073000000,Cluster 2
0.01,1615688.0,Russian Federation,764000901161,0.052,277,0.014,0.2,0.107,72,59,0.8,0.152,0.71,0.138,143113885,0.735,7806000000,18305000000,Cluster 2
0.01,39175.0,Slovak Republic,61328471583,0.07,627,0.008,0.6,0.067,78,70,0.8,0.168,0.716,0.117,5372807,0.556,1282000000,1122000000,Cluster 2
0.009,15867.0,Slovenia,35717733757,0.084,1494,0.004,0.5,0.078,81,74,0.9,0.142,0.703,0.155,2000474,0.505,1894000000,1019000000,Cluster 2
0.011,51562.0,Sweden,370579722395,0.091,3726,0.003,0.8,0.033,83,78,1.0,0.174,0.653,0.173,9029572,0.843,7739000000,11380000000,Cluster 2
0.01,41375.0,Switzerland,384754997464,0.109,5637,0.004,0.7,0.031,84,79,0.9,0.163,0.679,0.158,7437115,0.735,11937000000,10579000000,Cluster 2
0.009,333869.0,Ukraine,86142018069,0.064,117,0.013,0.0,0.162,74,62,0.6,0.147,0.695,0.158,47105150,0.678,3542000000,3078000000,Cluster 2
0.012,541986.0,United Kingdom,2321357943509,0.083,3161,0.005,0.7,0.046,81,77,1.1,0.179,0.661,0.16,60401206,0.799,39411000000,72993000000,Cluster 2
0.019,19208.0,Bahrain,15969151306,0.037,573,0.009,0.2,0.078,76,75,0.9,0.269,0.709,0.022,879534,0.884,1603000000,574000000,Cluster 2
0.018,469328.0,"Iran, Islamic Rep.",192014940324,0.053,156,0.022,0.1,0.16,73,70,0.1,0.258,0.693,0.049,70152384,0.676,1025000000,4112000000,Cluster 2
0.034,114770.0,Iraq,49954890353,0.041,55,0.033,0.0,0.137,72,67,0.1,0.419,0.546,0.035,27377045,0.688,186000000,627000000,Cluster 1
0.021,60245.0,Israel,133959001783,0.077,1480,0.005,0.3,0.068,82,78,1.2,0.279,0.621,0.1,6930100,0.915,3427000000,3780000000,Cluster 2
0.03,21027.0,Jordan,12582876895,0.089,213,0.02,0.1,0.076,74,71,0.6,0.379,0.589,0.032,5411000,0.812,1759000000,653000000,Cluster 2
0.021,71547.0,Kuwait,80797945205,0.024,834,0.01,0.3,0.075,75,73,0.6,0.255,0.712,0.033,2296314,0.982,413000000,4997000000,Cluster 2
0.014,16245.0,Lebanon,21287562189,0.078,420,0.012,0.1,0.106,79,75,0.2,0.279,0.646,0.075,3986865,0.866,5969000000,3565000000,Cluster 2
0.022,29893.0,Oman,30905071771,0.026,331,0.011,0.1,0.071,77,72,0.5,0.351,0.624,0.025,2522325,0.724,627000000,863000000,Cluster 2
0.015,51881.0,Qatar,44530493222,0.03,1634,0.009,0.2,0.067,78,77,0.9,0.237,0.749,0.014,821159,0.974,760000000,1759000000,Cluster 2
0.027,50634.0,Syrian Arab Republic,28858965517,0.041,63,0.016,0.1,0.08,77,73,0.2,0.386,0.58,0.034,18167367,0.538,2035000000,584000000,Cluster 1
0.035,20044.0,"Yemen, Rep.",16753787028,0.046,42,0.056,0.0,0.18,63,60,0.1,0.457,0.517,0.026,20139661,0.289,181000000,224000000,Cluster 1
0.013,362685.0,Australia,693662607127,0.085,3136,0.005,0.6,0.091,83,79,0.9,0.198,0.673,0.129,20394800,0.88,19820000000,15656000000,Cluster 2
0.023,1364.0,Fiji,3006725015,0.036,132,0.02,0.1,0.068,71,66,0.2,0.306,0.653,0.041,822484,0.499,722000000,132000000,Cluster 1
0.026,117.0,"Micronesia, Fed. Sts.",249845593,0.121,285,0.037,0.1,0.164,69,67,0.1,0.388,0.572,0.04,106198,0.223,21000000,7000000,Cluster 1
0.014,33920.0,New Zealand,113791304306,0.084,2288,0.005,0.6,0.078,82,78,0.9,0.215,0.664,0.12,4133900,0.861,5211000000,2671000000,Cluster 2
0.033,4613.0,Papua New Guinea,4901584516,0.04,32,0.056,0.0,0.115,63,59,0.0,0.4,0.574,0.026,6095959,0.131,9400000,57000000,Cluster 1
0.029,158.0,Samoa,412220560,0.05,114,0.017,0.0,0.114,74,68,0.1,0.396,0.556,0.048,179928,0.212,74000000,20300000,Cluster 1
0.035,180.0,Solomon Islands,413909879,0.078,69,0.029,0.0,0.141,67,64,0.0,0.413,0.557,0.03,469306,0.178,6400000,11200000,Cluster 1
0.029,158.0,Tonga,264812954,0.064,167,0.013,0.0,0.114,74,69,0.3,0.381,0.559,0.06,100960,0.232,15000000,16000000,Cluster 1
0.029,55.0,Vanuatu,394962552,0.033,61,0.018,0.1,0.075,71,67,0.1,0.397,0.57,0.033,209375,0.231,104000000,13000000,Cluster 1
0.019,411.0,Antigua and Barbuda,1001970945,0.045,544,0.011,0.3,0.114,77,72,1.0,0.283,0.644,0.073,82565,0.292,309000000,40000000,Cluster 2
0.018,160952.0,Argentina,222907566121,0.083,395,0.015,0.2,0.062,79,71,0.6,0.263,0.634,0.102,38647854,0.901,3209000000,3554000000,Cluster 2
0.015,1599.0,"Bahamas, The",7706222000,0.06,1394,0.013,0.3,0.055,77,71,0.7,0.256,0.682,0.062,329088,0.823,2081000000,528000000,Cluster 2
0.013,1353.0,Barbados,3891500000,0.07,765,0.015,0.5,0.092,76,72,0.8,0.206,0.686,0.108,273568,0.329,1081000000,274000000,Cluster 2
0.027,396.0,Belize,1114200000,0.044,182,0.018,0.1,0.143,75,69,0.4,0.379,0.58,0.041,271920,0.463,214000000,45000000,Cluster 1
0.029,12325.0,Bolivia,9549196256,0.056,57,0.044,0.1,0.166,67,63,0.3,0.383,0.573,0.044,9354709,0.642,345000000,257000000,Cluster 1
0.018,347309.0,Brazil,882185702547,0.082,387,0.02,0.2,0.554,76,68,0.5,0.276,0.663,0.062,186142403,0.828,4168000000,5905000000,Cluster 2
0.011,563072.0,Canada,1164179473990,0.098,3452,0.005,0.7,0.044,83,78,0.5,0.177,0.692,0.131,32312000,0.801,15887000000,22739000000,Cluster 2
0.015,61730.0,Chile,124404150138,0.066,497,0.008,0.3,0.067,81,75,0.6,0.249,0.671,0.08,16337749,0.874,1682000000,1355000000,Cluster 2
0.021,60946.0,Colombia,146520136085,0.058,197,0.018,0.1,0.146,76,69,0.5,0.308,0.642,0.051,43184026,0.736,1574000000,1565000000,Cluster 2
0.017,7088.0,Costa Rica,19964893807,0.077,364,0.009,0.2,0.247,81,76,0.3,0.279,0.662,0.059,4320130,0.657,1810000000,556000000,Cluster 2
0.024,19651.0,Dominican Republic,33969724872,0.053,188,0.029,0.1,0.241,75,69,0.4,0.331,0.613,0.057,9343362,0.674,3518000000,511000000,Cluster 1
0.024,29908.0,Ecuador,41507085000,0.063,190,0.024,0.1,0.096,78,72,0.5,0.327,0.617,0.056,13777131,0.617,488000000,644000000,Cluster 2
0.019,216.0,Grenada,700431791,0.061,412,0.013,0.2,0.101,74,69,0.5,0.3,0.623,0.077,102951,0.359,71000000,10000000,Cluster 2
0.035,12453.0,Guatemala,27211230374,0.065,138,0.033,0.1,0.13,73,66,0.4,0.432,0.526,0.043,12678919,0.472,791000000,532000000,Cluster 1
0.029,2076.0,Haiti,4154289832,0.044,20,0.066,0.1,0.41,61,58,0.1,0.381,0.578,0.042,9260879,0.441,80000000,174000000,Cluster 1
0.029,7554.0,Honduras,9672006169,0.077,109,0.026,0.1,0.188,74,69,0.2,0.398,0.56,0.041,6898825,0.485,465000000,321000000,Cluster 1
0.018,10645.0,Jamaica,11075778481,0.041,170,0.018,0.1,0.174,74,69,0.7,0.311,0.612,0.077,2643601,0.528,1783000000,290000000,Cluster 2
0.022,435046.0,Mexico,866346483685,0.059,478,0.017,0.2,0.097,78,73,0.4,0.323,0.624,0.053,110731826,0.763,12801000000,8951000000,Cluster 2
0.025,4320.0,Nicaragua,6322582497,0.061,71,0.026,0.0,0.121,75,69,0.2,0.378,0.581,0.041,5455219,0.559,206000000,162000000,Cluster 1
0.022,6839.0,Panama,15464700000,0.075,344,0.019,0.1,0.087,79,73,0.5,0.307,0.632,0.061,3365929,0.637,1108000000,388000000,Cluster 2
0.026,3832.0,Paraguay,8734651406,0.056,82,0.024,0.1,0.299,73,69,0.3,0.358,0.594,0.048,5904170,0.574,96000000,130000000,Cluster 1
0.022,37136.0,Peru,74147754854,0.045,128,0.022,0.2,0.255,75,70,0.2,0.32,0.626,0.054,27723281,0.75,1438000000,970000000,Cluster 2
0.017,367.0,St. Lucia,908558307,0.063,348,0.015,0.2,0.106,75,71,0.6,0.285,0.643,0.072,165407,0.231,382000000,39000000,Cluster 2
0.018,198.0,St. Vincent and the Grenadines,551431645,0.037,185,0.019,0.1,0.096,74,69,0.6,0.285,0.643,0.072,108749,0.47,104000000,15000000,Cluster 2
0.02,2380.0,Suriname,1793557833,0.068,243,0.026,0.1,0.174,72,66,0.5,0.299,0.64,0.061,499523,0.667,96000000,94000000,Cluster 2
0.015,28581.0,Trinidad and Tobago,16088526686,0.053,648,0.024,0.3,0.091,73,65,0.7,0.218,0.709,0.072,1296933,0.099,593000000,234000000,Cluster 2
0.014,5826394.0,United States,13095400000000,0.158,6732,0.007,0.7,0.062,80,75,0.7,0.205,0.671,0.123,295516599,0.799,127237000000,100250000000,Cluster 3
0.015,5776.0,Uruguay,17362872710,0.082,430,0.012,0.2,0.136,79,72,0.3,0.238,0.627,0.135,3325155,0.933,699000000,331000000,Cluster 2
0.022,181630.0,"Venezuela, RB",145513489652,0.054,296,0.016,0.1,0.168,76,70,0.5,0.313,0.637,0.05,26725897,0.886,722000000,1843000000,Cluster 2
0.022,103963.0,Algeria,117026655314,0.031,106,0.028,0.1,0.08,72,68,0.6,0.282,0.673,0.045,34507214,0.646,393000000,414000000,Cluster 2
0.049,22266.0,Angola,41789494462,0.045,111,0.12,0.0,0.195,50,48,0.2,0.478,0.497,0.024,17122409,0.369,91000000,393000000,Cluster 1
0.025,4646.0,Botswana,10126990488,0.049,263,0.043,0.0,0.165,47,46,0.4,0.354,0.613,0.033,1895944,0.553,539000000,285000000,Cluster 1
0.044,187.0,Burundi,1273180655,0.116,18,0.072,0.0,0.171,52,49,0.0,0.449,0.524,0.027,8042579,0.096,1600000,126000000,Cluster 1
0.04,3828.0,Cameroon,17953103009,0.048,46,0.076,0.0,0.153,53,51,0.2,0.441,0.526,0.033,18611937,0.491,231000000,521000000,Cluster 1
0.037,227.0,Central African Republic,1473721521,0.04,15,0.109,0.0,0.153,47,44,0.0,0.417,0.544,0.04,4032102,0.382,10200000,47000000,Cluster 1
0.039,121.0,Comoros,403179474,0.046,30,0.069,0.0,0.105,61,58,0.1,0.417,0.553,0.03,616526,0.279,27000000,11000000,Cluster 1
0.046,2417.0,"Congo, Dem. Rep.",14296505933,0.055,9,0.102,0.0,0.464,50,46,0.1,0.461,0.511,0.028,55590838,0.38,3100000,93000000,Cluster 1
0.039,1338.0,"Congo, Rep.",7731261169,0.024,50,0.057,0.0,0.153,56,53,0.3,0.422,0.543,0.035,3646653,0.614,45000000,132000000,Cluster 1
0.024,178616.0,"Egypt, Arab Rep.",107484034648,0.052,75,0.024,0.1,0.126,72,67,0.2,0.322,0.624,0.055,72990754,0.431,8133000000,2156000000,Cluster 1
0.038,5420.0,Ethiopia,15000803171,0.042,8,0.065,0.0,0.07,59,57,0.0,0.46,0.509,0.031,78290649,0.159,639000000,97000000,Cluster 1
0.044,337.0,"Gambia, The",655068112,0.047,21,0.056,0.1,0.298,58,56,0.3,0.46,0.515,0.025,1482324,0.532,69000000,8000000,Cluster 1
0.038,9575.0,Kenya,22504136042,0.045,28,0.059,0.1,0.136,57,55,0.2,0.427,0.546,0.027,36757498,0.22,1181000000,178000000,Cluster 1
0.023,53788.0,Libya,56484375000,0.025,237,0.019,0.0,0.063,76,72,0.7,0.303,0.654,0.043,5686475,0.77,244000000,915000000,Cluster 2
0.037,1683.0,Madagascar,5515236338,0.05,15,0.052,0.0,0.295,63,60,0.1,0.446,0.525,0.029,18826126,0.294,386000000,86000000,Cluster 1
0.042,953.0,Malawi,3116789658,0.09,21,0.068,0.0,0.323,50,50,0.0,0.461,0.508,0.03,13307535,0.151,45000000,85000000,Cluster 1
0.014,3777.0,Mauritius,6731536244,0.048,269,0.014,0.2,0.211,76,69,0.6,0.236,0.696,0.068,1252698,0.414,1302000000,347000000,Cluster 2
0.043,1980.0,Mozambique,7095910828,0.065,21,0.087,0.0,0.186,49,47,0.1,0.45,0.519,0.032,21587317,0.302,145000000,196000000,Cluster 1
0.029,2329.0,Namibia,7978609422,0.072,280,0.044,0.0,0.112,60,55,0.3,0.395,0.571,0.033,2052931,0.376,473000000,118000000,Cluster 1
0.042,98514.0,Nigeria,145429802542,0.057,59,0.094,0.1,0.169,50,49,0.2,0.436,0.536,0.027,143314909,0.399,209000000,3536000000,Cluster 1
0.038,84.0,Sao Tome and Principe,135181862,0.078,68,0.046,0.1,0.293,67,63,0.1,0.418,0.542,0.039,158806,0.588,6700000,1100000,Cluster 1
0.017,744.0,Seychelles,1016419769,0.038,438,0.012,0.4,0.1,76,69,0.8,0.238,0.688,0.075,84600,0.513,323000000,56000000,Cluster 2
0.023,424844.0,South Africa,261007039379,0.085,455,0.05,0.1,0.112,53,50,0.8,0.305,0.649,0.046,48269753,0.601,9211000000,5230000000,Cluster 1
0.031,1016.0,Swaziland,2947922183,0.068,180,0.076,0.0,0.112,46,46,0.2,0.412,0.556,0.032,1118253,0.219,75000000,54000000,Cluster 1
0.042,5959.0,Tanzania,14331231239,0.065,23,0.054,0.0,0.157,56,54,0.1,0.447,0.523,0.03,39942347,0.255,986000000,571000000,Cluster 1
0.046,2655.0,Uganda,9942597753,0.096,32,0.064,0.0,0.187,54,53,0.1,0.493,0.482,0.025,29711397,0.133,347000000,196000000,Cluster 1
0.044,2226.0,Zambia,10702200822,0.064,58,0.073,0.0,0.232,49,48,0.1,0.468,0.505,0.027,11781612,0.37,110000000,97000000,Cluster 1
0.014,4382.0,Armenia,6384457744,0.046,97,0.02,0.1,0.165,77,70,0.4,0.214,0.67,0.116,3002911,0.642,307000000,321000000,Cluster 2
0.018,39167.0,Azerbaijan,20982270733,0.062,149,0.042,0.1,0.179,72,67,0.4,0.251,0.685,0.064,8484550,0.526,201000000,256000000,Cluster 2
0.023,48137.0,Bangladesh,61901116736,0.034,14,0.048,0.0,0.153,68,67,0.1,0.338,0.619,0.044,144868702,0.275,80000000,444000000,Cluster 1
0.022,392.0,Bhutan,897672086,0.044,59,0.043,0.0,0.14,65,65,0.1,0.329,0.629,0.041,665568,0.317,36000000,22000000,Cluster 1
0.019,4822.0,Brunei Darussalam,11470703002,0.022,680,0.007,0.4,0.055,79,75,0.8,0.285,0.683,0.033,374697,0.739,224000000,408000000,Cluster 2
0.012,6414463.0,China,2712950885444,0.046,93,0.019,0.1,0.061,76,73,0.3,0.198,0.724,0.078,1311020000,0.439,37132000000,28242000000,Cluster 3
0.013,6150.0,Georgia,7761900179,0.084,146,0.02,0.1,0.171,77,70,0.4,0.179,0.674,0.147,4398000,0.525,361000000,257000000,Cluster 2
0.023,1504365.0,India,949116769619,0.04,33,0.054,0.0,0.112,66,63,0.1,0.318,0.634,0.048,1143289350,0.296,8915000000,8738000000,Cluster 1
0.021,345120.0,Indonesia,364570525997,0.029,47,0.032,0.0,0.16,71,67,0.3,0.3,0.651,0.049,227709821,0.467,4890000000,5458000000,Cluster 1
0.009,1231302.0,Japan,4356749775547,0.082,2794,0.003,0.7,0.017,86,79,0.8,0.137,0.659,0.204,127756000,0.871,11490000000,37659000000,Cluster 2
0.009,470806.0,"Korea, Rep.",1011797986992,0.061,1201,0.005,0.8,0.06,82,76,0.9,0.186,0.718,0.097,48371946,0.815,8508000000,20989000000,Cluster 2
0.023,5145.0,Kyrgyz Republic,2834168889,0.067,38,0.033,0.1,0.232,72,64,0.2,0.308,0.638,0.054,5218400,0.353,189000000,142000000,Cluster 1
0.029,1580.0,Lao PDR,3452895836,0.043,25,0.068,0.0,0.3,66,64,0.2,0.396,0.566,0.038,5895930,0.285,160000000,15000000,Cluster 1
0.018,170648.0,Malaysia,162692467586,0.036,222,0.007,0.5,0.065,76,72,0.7,0.297,0.659,0.045,26327098,0.675,12280000000,5085000000,Cluster 2
0.021,887.0,Maldives,1303375806,0.067,287,0.017,0.1,0.13,76,74,0.9,0.332,0.621,0.047,302825,0.35,1235000000,106000000,Cluster 2
0.027,2662.0,Nepal,9043715356,0.056,20,0.044,0.0,0.08,66,64,0.0,0.391,0.564,0.045,25634043,0.155,157000000,261000000,Cluster 1
0.028,146075.0,Pakistan,137264061106,0.037,29,0.079,0.1,0.11,66,65,0.2,0.376,0.583,0.042,160905794,0.351,919000000,2029000000,Cluster 1
0.027,67693.0,Philippines,122210719246,0.04,55,0.027,0.1,0.098,71,64,0.5,0.367,0.598,0.035,87366573,0.463,4019000000,1558000000,Cluster 1
0.01,30799.0,Singapore,147794117647,0.037,1167,0.002,0.6,0.053,83,78,1.0,0.188,0.729,0.083,4401400,1.0,7536000000,11268000000,Cluster 2
0.019,11738.0,Sri Lanka,28267410543,0.04,57,0.011,0.0,0.129,77,70,0.3,0.253,0.675,0.072,19858000,0.184,733000000,666000000,Cluster 2
0.03,2655.0,Tajikistan,2830236054,0.048,19,0.052,0.0,0.144,70,63,0.3,0.376,0.587,0.037,6954522,0.265,11200000,6000000,Cluster 1
0.012,261211.0,Thailand,207088828467,0.035,110,0.015,0.2,0.074,76,69,0.6,0.218,0.703,0.079,65883961,0.388,16614000000,6173000000,Cluster 2
0.038,180.0,Timor-Leste,462600000,0.106,46,0.062,0.0,0.165,65,62,0.0,0.478,0.494,0.028,999053,0.269,20000000,2000000,Cluster 1
0.017,102456.0,Vietnam,66371664817,0.065,46,0.023,0.2,0.112,80,70,0.2,0.263,0.672,0.066,83313000,0.279,2850000000,1050000000,Cluster 2
0.014,3865.0,Albania,9132562332,0.06,168,0.017,0.1,0.129,80,73,0.6,0.258,0.654,0.089,2968028,0.478,1057000000,989000000,Cluster 2
0.01,61829.0,Belarus,36961918859,0.063,243,0.007,0.2,0.088,76,64,0.6,0.152,0.702,0.147,9604000,0.728,401000000,675000000,Cluster 2
0.012,106834.0,Belgium,399965710785,0.095,3608,0.004,0.6,0.075,82,77,0.9,0.17,0.658,0.172,10547958,0.974,11625000000,17891000000,Cluster 2
0.008,27169.0,Bosnia and Herzegovina,12400102623,0.085,275,0.007,0.3,0.08,78,73,0.5,0.186,0.678,0.136,3875157,0.392,658000000,210000000,Cluster 2
0.01,48943.0,Bulgaria,33209188739,0.069,297,0.013,0.3,0.089,76,69,1.1,0.135,0.69,0.176,7699020,0.709,3317000000,2099000000,Cluster 2
0.009,23175.0,Croatia,49855078905,0.07,790,0.006,0.4,0.099,79,73,1.0,0.158,0.67,0.172,4440000,0.566,8296000000,770000000,Cluster 2
0.012,7789.0,Cyprus,18435765910,0.063,1494,0.004,0.4,0.067,81,77,0.8,0.195,0.697,0.109,1048314,0.681,2691000000,1031000000,Cluster 2
0.01,122764.0,Czech Republic,148374084906,0.067,969,0.004,0.5,0.056,80,74,1.2,0.145,0.712,0.143,10238905,0.735,6702000000,2874000000,Cluster 2
0.011,16190.0,Estonia,16798498860,0.05,620,0.005,0.6,0.05,78,67,1.3,0.151,0.679,0.17,1346810,0.686,1361000000,706000000,Cluster 2
0.01,57235.0,Hungary,112533152716,0.083,922,0.007,0.5,0.081,77,69,1.0,0.153,0.688,0.159,10071370,0.669,4998000000,2319000000,Cluster 2
0.015,2277.0,Iceland,16651492784,0.094,5205,0.002,0.9,0.179,83,80,1.0,0.218,0.664,0.118,303782,0.932,702000000,1084000000,Cluster 2
0.01,469347.0,Italy,1872983094035,0.088,2818,0.004,0.4,0.056,84,79,1.4,0.141,0.661,0.198,58143979,0.679,41644000000,27437000000,Cluster 2
0.01,7583.0,Latvia,19935046397,0.068,590,0.01,0.5,0.073,77,66,1.0,0.144,0.681,0.175,2218357,0.68,622000000,788000000,Cluster 2
0.01,14294.0,Lithuania,30246361657,0.062,552,0.008,0.4,0.051,77,65,1.5,0.163,0.685,0.153,3269909,0.667,1077000000,931000000,Cluster 2
0.011,10939.0,"Macedonia, FYR",6560546900,0.078,246,0.012,0.3,0.113,77,72,0.6,0.192,0.694,0.113,2093801,0.574,156000000,110000000,Cluster 2
0.009,2574.0,Malta,6390123590,0.09,1445,0.006,0.4,0.057,82,77,0.8,0.168,0.696,0.136,405308,0.939,966000000,362000000,Cluster 2
0.012,4994.0,Moldova,3408454198,0.106,101,0.018,0.2,0.181,72,64,0.4,0.182,0.705,0.113,3585209,0.452,150000000,224000000,Cluster 2
0.011,167201.0,Netherlands,677692043125,0.107,4459,0.004,0.8,0.035,82,78,1.1,0.183,0.675,0.142,16346101,0.836,17529000000,17453000000,Cluster 2
0.013,44257.0,Norway,340041735967,0.092,6778,0.003,0.8,0.047,83,78,1.0,0.195,0.658,0.147,4660677,0.779,4289000000,11273000000,Cluster 2
0.01,320004.0,Poland,341669943594,0.062,554,0.006,0.4,0.055,80,71,1.0,0.16,0.707,0.133,38141267,0.613,8122000000,7654000000,Cluster 2
0.01,102595.0,Romania,122695850812,0.051,289,0.017,0.2,0.14,76,69,0.7,0.152,0.7,0.149,21193760,0.533,1676000000,1459000000,Cluster 2
0.01,1669618.0,Russian Federation,989930542279,0.053,365,0.013,0.2,0.104,73,60,1.0,0.149,0.713,0.138,142487260,0.735,9720000000,19478000000,Cluster 2
0.01,53766.0,Serbia,29221081587,0.094,371,0.007,0.3,0.166,76,71,0.8,0.178,0.682,0.14,7411569,0.548,416000000,322000000,Cluster 2
0.01,38929.0,Slovak Republic,69002095095,0.073,761,0.008,0.6,0.077,78,70,0.9,0.163,0.719,0.118,5373054,0.554,1655000000,1230000000,Cluster 2
0.009,16245.0,Slovenia,38945146500,0.083,1610,0.003,0.5,0.074,82,75,0.9,0.14,0.702,0.158,2006868,0.504,2074000000,1058000000,Cluster 2
0.01,41877.0,Switzerland,405182837674,0.104,5643,0.004,0.8,0.03,84,79,1.0,0.16,0.68,0.16,7483934,0.735,12852000000,11199000000,Cluster 2
0.01,326480.0,Ukraine,107753069307,0.064,147,0.012,0.0,0.152,74,62,1.0,0.143,0.697,0.16,46787750,0.68,4018000000,3202000000,Cluster 2
0.012,542041.0,United Kingdom,2483010316107,0.084,3423,0.005,0.7,0.046,81,77,1.2,0.178,0.662,0.16,60846820,0.802,43803000000,77674000000,Cluster 2
0.018,19497.0,Bahrain,18505250857,0.036,599,0.009,0.3,0.08,76,75,1.0,0.252,0.727,0.022,950951,0.884,1786000000,639000000,Cluster 2
0.018,509889.0,"Iran, Islamic Rep.",222880533511,0.051,174,0.021,0.1,0.14,74,70,0.2,0.249,0.701,0.05,70976584,0.682,1464000000,5066000000,Cluster 2
0.034,99544.0,Iraq,65141035028,0.03,58,0.033,0.0,0.145,72,66,0.3,0.418,0.547,0.034,28064095,0.688,170000000,526000000,Cluster 1
0.021,65977.0,Israel,150985573253,0.074,1524,0.004,0.3,0.081,83,88,1.2,0.277,0.622,0.101,7053700,0.916,3802000000,4085000000,Cluster 2
0.03,20733.0,Jordan,15056937190,0.081,224,0.02,0.1,0.082,74,71,0.8,0.374,0.594,0.032,5536000,0.814,2426000000,956000000,Cluster 2
0.021,73769.0,Kuwait,101561153806,0.022,943,0.01,0.3,0.086,75,73,0.5,0.255,0.715,0.031,2417445,0.982,508000000,6074000000,Cluster 2
0.014,14499.0,Lebanon,21796351575,0.081,443,0.011,0.2,0.103,80,76,0.3,0.274,0.65,0.076,4079823,0.867,5457000000,3783000000,Cluster 2
0.022,39604.0,Oman,36803641389,0.023,346,0.011,0.1,0.074,77,73,0.7,0.34,0.635,0.025,2554905,0.73,749000000,894000000,Cluster 2
0.014,56736.0,Qatar,60882141103,0.026,1625,0.009,0.3,0.072,78,77,1.0,0.21,0.778,0.013,967602,0.978,874000000,3751000000,Cluster 2
0.027,53590.0,Syrian Arab Republic,33332844575,0.038,66,0.015,0.1,0.08,77,73,0.2,0.38,0.585,0.034,18804914,0.542,2113000000,585000000,Cluster 1
0.035,20796.0,"Yemen, Rep.",19081726103,0.048,52,0.054,0.0,0.18,63,60,0.1,0.449,0.524,0.026,20661714,0.295,181000000,225000000,Cluster 1
0.013,371214.0,Australia,747463312369,0.085,3330,0.005,0.7,0.094,84,79,0.9,0.195,0.674,0.13,20697900,0.882,20726000000,16446000000,Cluster 2
0.023,1360.0,Fiji,3103099942,0.038,144,0.02,0.1,0.073,72,66,0.3,0.3,0.657,0.042,828060,0.503,684000000,123000000,Cluster 1
0.025,103.0,"Micronesia, Fed. Sts.",252991205,0.119,285,0.036,0.1,0.156,69,67,0.2,0.385,0.575,0.04,105686,0.223,23000000,7000000,Cluster 1
0.014,33553.0,New Zealand,110205467385,0.088,2295,0.005,0.7,0.082,82,78,0.9,0.213,0.666,0.121,4184600,0.861,4792000000,2534000000,Cluster 2
0.032,4595.0,Papua New Guinea,5598700444,0.035,31,0.055,0.0,0.106,63,59,0.0,0.399,0.575,0.026,6245797,0.131,3900000,43000000,Cluster 1
0.029,158.0,Samoa,453082900,0.052,129,0.016,0.0,0.117,75,68,0.3,0.393,0.558,0.049,181073,0.21,87000000,21200000,Cluster 1
0.034,180.0,Solomon Islands,456735445,0.067,63,0.029,0.0,0.139,67,65,0.0,0.412,0.557,0.03,480745,0.183,35300000,26500000,Cluster 1
